wl,n
0.395296692,3.044738
0.396892731,3.055327
0.398488708,3.06606
0.400084717,3.076941
0.401680695,3.08797
0.403276642,3.099146
0.404872559,3.110467
0.406468445,3.12193
0.408064331,3.133531
0.409660156,3.145264
0.411256012,3.157123
0.412851807,3.1691
0.414447571,3.181186
0.416043304,3.193372
0.417639069,3.205644
0.419234772,3.217989
0.420830414,3.230387
0.422426086,3.242811
0.424021729,3.255233
0.425617279,3.267634
0.427212891,3.279999
0.428808411,3.292315
0.4304039,3.30457
0.43199942,3.316756
0.433594818,3.328865
0.435190277,3.340891
0.436785645,3.352827
0.438381012,3.36467
0.439976379,3.376417
0.441571625,3.388063
0.443166931,3.399607
0.444762146,3.411048
0.446357361,3.422384
0.447952545,3.433615
0.449547668,3.444741
0.451142761,3.455762
0.452737854,3.46668
0.454332855,3.477495
0.455927887,3.488209
0.457522858,3.498825
0.459117767,3.509343
0.460712708,3.519768
0.462307556,3.530103
0.463902405,3.54035
0.465497162,3.550514
0.467091888,3.560599
0.468686615,3.570611
0.470281311,3.580555
0.471875916,3.590441
0.47347052,3.600281
0.475065094,3.610084
0.476659607,3.619859
0.478254089,3.62961
0.479848541,3.639344
0.481442932,3.649065
0.483037292,3.658778
0.484631592,3.668485
0.486225891,3.678191
0.487820129,3.687897
0.489414307,3.697606
0.491008453,3.70732
0.492602539,3.717041
0.494196625,3.726771
0.495790619,3.73651
0.497384613,3.74626
0.498978516,3.756021
0.500572418,3.765795
0.50216626,3.775583
0.503760071,3.785383
0.505353821,3.795198
0.50694751,3.805026
0.508541168,3.814868
0.510134766,3.824725
0.511728333,3.834595
0.513321838,3.844479
0.514915283,3.854376
0.516508667,3.864285
0.518102051,3.874207
0.519695435,3.884141
0.521288696,3.894085
0.522881897,3.90404
0.524475037,3.914004
0.526068176,3.923976
0.527661255,3.933956
0.529254211,3.943942
0.530847168,3.953933
0.532440063,3.963928
0.534032959,3.973925
0.535625732,3.983922
0.537218506,3.993917
0.538811157,4.003906
0.540403809,4.013888
0.541996399,4.02386
0.543588928,4.033822
0.545181396,4.043771
0.546773804,4.053707
0.54836615,4.063628
0.549958496,4.073534
0.55155072,4.083424
0.553142944,4.093297
0.554735046,4.103151
0.556327148,4.112987
0.557919128,4.122804
0.559511108,4.132601
0.561102966,4.142377
0.562694824,4.152133
0.564286621,4.161868
0.565878296,4.171582
0.567470032,4.181273
0.569061646,4.190943
0.570653137,4.200591
0.572244629,4.210216
0.57383606,4.219818
0.575427368,4.229397
0.577018677,4.238954
0.578609863,4.248487
0.58020105,4.257998
0.581792114,4.267485
0.583383179,4.276949
0.584974121,4.286391
0.586565063,4.295809
0.588155884,4.305204
0.589746704,4.314577
0.591337341,4.323925
0.592927979,4.333252
0.594518555,4.342556
0.59610907,4.351838
0.597699524,4.361097
0.599289917,4.370334
0.600880188,4.379549
0.602470398,4.388741
0.604060608,4.397913
0.605650696,4.407064
0.607240723,4.416194
0.608830688,4.425303
0.610420532,4.434391
0.612010376,4.44346
0.613600098,4.452509
0.615189758,4.461539
0.616779358,4.47055
0.618368896,4.479543
0.619958374,4.488519
0.621547729,4.497478
0.623137024,4.506423
0.624726257,4.515353
0.62631543,4.52427
0.62790448,4.533173
0.62949353,4.542064
0.631082458,4.550943
0.632671265,4.55981
0.634260132,4.568666
0.635848755,4.577511
0.637437378,4.586345
0.639026001,4.595169
0.640614441,4.603982
0.64220282,4.612786
0.643791138,4.621581
0.645379395,4.630365
0.64696759,4.63914
0.648555664,4.647906
0.650143677,4.656662
0.651731567,4.66541
0.653319458,4.674148
0.654907166,4.682877
0.656494873,4.691597
0.658082458,4.700308
0.659669983,4.709011
0.661257446,4.717705
0.662844788,4.72639
0.664432007,4.735066
0.666019165,4.743733
0.667606323,4.752391
0.669193298,4.761041
0.670780273,4.769682
0.672367065,4.778314
0.673953857,4.786937
0.675540527,4.79555
0.677127136,4.804155
0.678713623,4.812751
0.680300049,4.821338
0.681886353,4.829916
0.683472656,4.838485
0.685058777,4.847044
0.686644897,4.855594
0.688230835,4.864135
0.689816772,4.872666
0.691402527,4.881187
0.69298822,4.889699
0.694573853,4.898202
0.696159424,4.906694
0.697744873,4.915177
0.6993302,4.923651
0.700915466,4.932113
0.70250061,4.940567
0.704085693,4.949009
0.705670715,4.957442
0.707255554,4.965864
0.708840393,4.974276
0.71042511,4.982678
0.712009705,4.991069
0.713594177,4.999449
0.715178589,5.007818
0.716762939,5.016177
0.718347168,5.024525
0.719931335,5.032862
0.721515381,5.041188
0.723099304,5.049502
0.724683167,5.057806
0.726266907,5.066097
0.727850525,5.074378
0.729434143,5.082646
0.731017578,5.090903
0.732600952,5.099148
0.734184204,5.107381
0.735767334,5.115602
0.737350403,5.12381
0.73893335,5.132006
0.740516235,5.140189
0.742098999,5.148358
0.743681641,5.156515
0.745264221,5.164658
0.746846619,5.172788
0.748429016,5.180904
0.75001123,5.189006
0.751593384,5.197095
0.753175415,5.205169
0.754757385,5.21323
0.756339233,5.221277
0.757920959,5.22931
0.759502563,5.237328
0.761084106,5.245332
0.762665527,5.253323
0.764246826,5.261299
0.765828003,5.26926
0.767409119,5.277208
0.768990112,5.285141
0.770570984,5.29306
0.772151733,5.300965
0.773732483,5.308856
0.775312988,5.316731
0.776893433,5.324593
0.778473755,5.332441
0.780054077,5.340274
0.781634155,5.348093
0.783214172,5.355897
0.784794067,5.363688
0.786373901,5.371464
0.787953552,5.379227
0.789533081,5.386974
0.79111261,5.394709
0.792691956,5.402428
0.794271118,5.410134
0.795850281,5.417826
0.797429321,5.425503
0.799008179,5.433167
0.800586975,5.440817
0.802165649,5.448453
0.803744202,5.456075
0.805322632,5.463683
0.80690094,5.471278
0.808479126,5.478859
0.810057251,5.486426
0.811635193,5.49398
0.813213013,5.501521
0.814790771,5.509048
0.816368408,5.516561
0.817945923,5.524061
0.819523254,5.531548
0.821100586,5.539021
0.822677734,5.546482
0.8242547,5.553929
0.825831665,5.561364
0.827408386,5.568785
0.828985046,5.576193
0.830561646,5.583589
0.832138062,5.590972
0.833714355,5.598342
0.835290527,5.6057
0.836866577,5.613044
0.838442505,5.620377
0.840018372,5.627697
0.841594055,5.635005
0.843169617,5.6423
0.844744995,5.649583
0.846320313,5.656854
0.847895508,5.664113
0.849470581,5.67136
0.851045593,5.678595
0.852620422,5.685818
0.854195007,5.693029
0.855769653,5.700229
0.857344055,5.707417
0.858918335,5.714594
0.860492554,5.721759
0.862066589,5.728913
0.863640503,5.736055
0.865214355,5.743187
0.866787964,5.750307
0.868361511,5.757416
0.869934937,5.764514
0.871508179,5.771601
0.87308136,5.778678
0.874654419,5.785744
0.876227356,5.792799
0.87780011,5.799844
0.879372681,5.806878
0.88094519,5.813902
0.882517456,5.820915
0.884089722,5.827919
0.885661804,5.834912
0.887233765,5.841895
0.888805664,5.848868
0.890377319,5.855832
0.891948914,5.862786
0.893520325,5.86973
0.895091614,5.876665
0.896662781,5.88359
0.898233765,5.890506
0.899804688,5.897413
0.901375366,5.90431
